transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,payment_method,merchant_category
T01257,C0146,2022-10-13,Transfer,7663.06,Cash,Education
T01258,C0111,2022-05-29,Purchase,21264.76,UPI,Food
T01259,C0228,2025-01-12,Purchase,2228.7,Cash,Education
T01260,C0111,2023-02-10,Purchase,3325.67,Card,Education
T01261,C0470,2024-09-04,Purchase,5415.33,UPI,Healthcare
T01262,C0034,2023-04-01,Purchase,7547.9,UPI,Healthcare
T01263,C0111,2024-03-10,Payment,3786.88,Card,Food
T01264,C0264,2025-03-30,Purchase,2238.28,Net Banking,Retail
T01265,C0424,2024-10-09,Payment,9108.46,Cash,Other
T01266,C0369,2024-02-23,Purchase,8012.36,UPI,Other
T01267,C0236,2023-04-05,Withdrawal,2162.05,Net Banking,Education
T01268,C0083,2024-01-08,Withdrawal,13308.88,Card,Retail
T01269,C0042,2023-05-24,Withdrawal,11475.75,Cash,Food
T01270,C0425,2023-04-26,Withdrawal,5010.39,Cash,Food
T01271,C0101,2022-04-24,Payment,4795.87,UPI,Healthcare
T01272,C0006,2024-01-19,Payment,7009.9,Cash,Education
T01273,C0180,2022-12-27,Transfer,2258.53,Cash,Travel
T01274,C0282,2022-12-07,Purchase,4609.42,Cash,Food
T01275,C0320,2024-02-09,Withdrawal,804.26,Cash,Education
T01276,C0226,2024-01-31,Payment,9072.45,Card,Retail
T01277,C0443,2024-08-26,Purchase,1290.31,Net Banking,Healthcare
T01278,C0440,2023-03-25,Purchase,14981.46,Card,Other
T01279,C0315,2024-04-14,Payment,3455.55,Card,Retail
T01280,C0365,2025-04-18,Withdrawal,3799.02,UPI,Food
T01281,C0454,2025-12-01,Transfer,2723.42,Cash,Food
T01282,C0229,2025-05-04,Purchase,3573.86,Card,Retail
T01283,C0377,2022-11-07,Transfer,13997.83,Cash,Food
T01284,C0289,2022-09-19,Withdrawal,614.98,Card,Education
T01285,C0437,2025-12-13,Withdrawal,12499.01,Card,Food
T01286,C0150,2023-02-10,Transfer,5897.31,UPI,Healthcare
T01287,C0277,2022-05-23,Withdrawal,1713.37,Net Banking,Education
T01288,C0198,2022-12-08,Purchase,1903.75,Net Banking,Travel
T01289,C0070,2025-09-01,Transfer,17204.86,Card,Food
T01290,C0112,2025-01-29,Withdrawal,2112.08,UPI,Food
T01291,C0004,2022-09-01,Transfer,1788.54,Cash,Healthcare
T01292,C0350,2023-05-05,Purchase,11177.79,Cash,Healthcare
T01293,C0331,2022-01-12,Withdrawal,5899.81,Card,Other
T01294,C0446,2025-06-16,Purchase,2124.93,Net Banking,Retail
T01295,C0318,2023-07-15,Withdrawal,5351.5,UPI,Retail
T01296,C0350,2022-02-11,Payment,1980.75,Net Banking,Retail
T01297,C0095,2023-11-09,Withdrawal,10856.18,Cash,Healthcare
T01298,C0152,2023-08-17,Transfer,10518.91,Net Banking,Retail
T01299,C0311,2025-12-23,Withdrawal,6887.32,Cash,Retail
T01300,C0137,2025-03-27,Purchase,6009.89,UPI,Travel
T01301,C0247,2025-05-24,Purchase,18412.47,UPI,Retail
T01302,C0387,2022-05-14,Withdrawal,4498.87,Card,Food
T01303,C0243,2024-12-26,Transfer,1748.18,Card,Other
T01304,C0031,2024-10-27,Payment,6447.27,Net Banking,Healthcare
T01305,C0040,2024-08-05,Transfer,23876.99,UPI,Education
T01306,C0229,2022-03-14,Payment,1998.25,UPI,Other
T01307,C0036,2023-02-03,Purchase,3369.98,Card,Travel
T01308,C0408,2025-11-29,Transfer,6279.15,Cash,Healthcare
T01309,C0223,2023-08-01,Payment,4310.07,Net Banking,Healthcare
T01310,C0006,2024-05-08,Withdrawal,2050.81,Net Banking,Food
T01311,C0322,2022-05-10,Purchase,11040.43,Card,Other
T01312,C0468,2024-07-19,Withdrawal,28792.36,UPI,Other
T01313,C0220,2025-05-14,Purchase,5264.48,Card,Retail
T01314,C0075,2022-09-23,Transfer,2183.27,Card,Food
T01315,C0004,2024-03-03,Transfer,1303.31,Card,Retail
T01316,C0335,2022-09-10,Purchase,5531.5,Card,Retail
T01317,C0134,2024-04-01,Purchase,10882.75,Cash,Healthcare
T01318,C0118,2025-08-05,Purchase,6581.16,Cash,Other
T01319,C0369,2022-06-13,Transfer,4491.35,UPI,Retail
T01320,C0094,2022-04-05,Payment,2808.53,Card,Travel
T01321,C0486,2024-04-12,Withdrawal,1878.26,Cash,Travel
T01322,C0435,2025-02-07,Withdrawal,8774.75,UPI,Other
T01323,C0062,2022-12-02,Transfer,9347.37,Card,Travel
T01324,C0441,2024-04-01,Withdrawal,1306.69,Net Banking,Healthcare
T01325,C0194,2022-08-26,Purchase,16053.85,Cash,Food
T01326,C0335,2023-01-16,Payment,7123.04,UPI,Education
T01327,C0203,2025-12-30,Withdrawal,13787.37,Net Banking,Retail
T01328,C0392,2024-06-17,Payment,1537.83,Card,Education
T01329,C0026,2023-04-28,Purchase,1508.96,Card,Food
T01330,C0435,2024-06-20,Withdrawal,3994.43,Card,Food
T01331,C0173,2024-11-14,Transfer,6728.18,Cash,Healthcare
T01332,C0300,2025-02-14,Payment,18937.92,UPI,Travel
T01333,C0133,2023-04-27,Purchase,7916.43,Net Banking,Travel
T01334,C0326,2025-11-16,Payment,3705.92,UPI,Food
T01335,C0410,2024-07-05,Withdrawal,1979.77,Cash,Healthcare
T01336,C0118,2024-09-20,Withdrawal,12038.11,UPI,Healthcare
T01337,C0324,2024-08-21,Transfer,2079.89,Cash,Other
T01338,C0275,2023-06-21,Purchase,16557.72,Card,Retail
T01339,C0212,2025-01-07,Purchase,3584.32,Net Banking,Travel
T01340,C0225,2025-04-11,Transfer,16063.39,Card,Food
T01341,C0020,2024-11-01,Transfer,7746.36,UPI,Other
T01342,C0113,2022-05-08,Purchase,4032.88,Card,Education
T01343,C0140,2022-04-02,Payment,2970.0,Net Banking,Travel
T01344,C0047,2023-06-27,Payment,3425.86,Card,Retail
T01345,C0001,2024-04-25,Transfer,6339.06,Net Banking,Healthcare
T01346,C0090,2024-09-15,Payment,4786.52,Net Banking,Food
T01347,C0142,2023-03-23,Purchase,2798.35,Card,Travel
T01348,C0320,2023-01-25,Withdrawal,3941.54,Cash,Education
T01349,C0038,2023-11-03,Withdrawal,4791.96,UPI,Retail
T01350,C0293,2022-02-12,Payment,819.62,Cash,Retail
T01351,C0382,2022-09-11,Transfer,6492.27,Cash,Other
T01352,C0139,2025-02-27,Transfer,2055.05,Card,Travel
T01353,C0356,2024-12-19,Transfer,1788.56,UPI,Education
T01354,C0333,2023-10-25,Transfer,1166.73,UPI,Retail
T01355,C0491,2023-04-12,Transfer,1071.4,Cash,Food
T01356,C0259,2022-10-14,Payment,1521.53,Card,Retail
T01357,C0161,2024-10-07,Withdrawal,2551.96,UPI,Education
T01358,C0390,2024-02-17,Withdrawal,21470.6,Cash,Healthcare
T01359,C0178,2022-12-11,Payment,2954.63,UPI,Healthcare
T01360,C0010,2023-10-04,Transfer,5187.63,Card,Other
T01361,C0261,2023-01-17,Payment,6199.46,Card,Travel
T01362,C0407,2023-11-21,Withdrawal,4997.46,Card,Education
T01363,C0138,2025-06-30,Purchase,4229.66,UPI,Other
T01364,C0172,2024-12-15,Payment,1729.52,Net Banking,Retail
T01365,C0386,2023-04-02,Transfer,14365.36,UPI,Retail
T01366,C0013,2024-09-09,Withdrawal,19102.8,Net Banking,Healthcare
T01367,C0168,2022-03-24,Withdrawal,1171.11,Card,Other
T01368,C0130,2025-01-27,Withdrawal,1983.48,Cash,Healthcare
T01369,C0084,2022-05-29,Withdrawal,3597.46,Net Banking,Food
T01370,C0321,2025-09-14,Transfer,2080.16,Card,Healthcare
T01371,C0319,2025-03-25,Purchase,6745.33,Card,Food
T01372,C0101,2022-07-09,Withdrawal,2512.96,Net Banking,Retail
T01373,C0329,2024-06-01,Payment,25434.9,Cash,Other
T01374,C0273,2022-09-20,Purchase,11664.11,Card,Food
T01375,C0265,2025-01-08,Withdrawal,5334.19,Net Banking,Other
T01376,C0459,2023-02-04,Purchase,10233.5,Cash,Other
T01377,C0399,2024-02-03,Payment,10900.38,Cash,Food
T01378,C0408,2023-09-01,Withdrawal,2866.01,Card,Travel
T01379,C0038,2025-07-07,Payment,2342.23,UPI,Healthcare
T01380,C0419,2024-02-24,Transfer,4790.29,UPI,Food
T01381,C0094,2022-04-11,Withdrawal,8965.52,Card,Retail
T01382,C0095,2025-10-14,Withdrawal,5029.53,Cash,Other
T01383,C0305,2025-11-04,Withdrawal,1274.41,Card,Education
T01384,C0069,2024-03-30,Withdrawal,2367.46,Net Banking,Food
T01385,C0318,2025-05-29,Transfer,4241.42,UPI,Healthcare
T01386,C0444,2024-03-30,Withdrawal,4235.68,Net Banking,Other
T01387,C0236,2023-02-24,Purchase,21804.39,Card,Travel
T01388,C0434,2022-05-04,Withdrawal,1484.81,Card,Retail
T01389,C0334,2023-02-26,Transfer,6743.3,Cash,Travel
T01390,C0373,2025-06-08,Withdrawal,14810.97,Cash,Education
T01391,C0376,2024-12-22,Purchase,27694.59,Cash,Food
T01392,C0459,2024-02-07,Transfer,3256.2,Net Banking,Other
T01393,C0137,2023-04-28,Transfer,6667.34,Cash,Food
T01394,C0418,2023-06-03,Purchase,7098.52,Card,Healthcare
T01395,C0076,2022-06-04,Purchase,5261.75,Cash,Food
T01396,C0483,2022-04-02,Purchase,4157.86,UPI,Retail
T01397,C0035,2024-09-08,Purchase,6378.02,Cash,Education
T01398,C0001,2023-03-31,Purchase,593.5,Net Banking,Travel
T01399,C0296,2023-08-21,Transfer,7765.83,UPI,Education
T01400,C0320,2023-05-25,Transfer,4977.96,UPI,Other
T01401,C0406,2025-04-21,Withdrawal,3766.32,UPI,Food
T01402,C0060,2023-01-21,Withdrawal,23140.1,Net Banking,Other
T01403,C0320,2023-02-09,Payment,2622.51,Card,Travel
T01404,C0349,2022-09-03,Withdrawal,3259.64,Cash,Other
T01405,C0328,2024-01-12,Withdrawal,22138.54,UPI,Healthcare
T01406,C0267,2023-10-23,Purchase,2312.73,UPI,Education
T01407,C0361,2023-10-12,Purchase,2897.9,UPI,Travel
T01408,C0229,2025-12-17,Withdrawal,4000.65,Card,Travel
T01409,C0270,2024-06-19,Payment,8816.85,Card,Travel
T01410,C0316,2022-03-06,Purchase,5313.86,Net Banking,Retail
T01411,C0286,2024-11-02,Withdrawal,1599.96,Card,Education
T01412,C0291,2022-08-01,Withdrawal,2939.8,Cash,Other
T01413,C0213,2022-08-30,Transfer,2768.19,Net Banking,Travel
T01414,C0165,2023-05-08,Payment,4230.42,Net Banking,Education
T01415,C0005,2025-05-21,Transfer,6326.53,Cash,Travel
T01416,C0339,2022-12-04,Payment,6287.99,Cash,Healthcare
T01417,C0379,2022-06-22,Purchase,1086.83,Cash,Healthcare
T01418,C0078,2023-11-03,Payment,10540.55,Net Banking,Healthcare
T01419,C0410,2022-06-13,Withdrawal,5507.62,Net Banking,Food
T01420,C0062,2023-04-10,Withdrawal,13622.23,Net Banking,Travel
T01421,C0132,2024-09-21,Payment,6420.12,Cash,Food
T01422,C0089,2023-05-12,Payment,10860.54,Cash,Education
T01423,C0237,2023-12-01,Payment,6535.92,UPI,Food
T01424,C0042,2023-01-30,Transfer,13211.11,Card,Education
T01425,C0089,2023-12-04,Payment,6833.78,UPI,Education
T01426,C0402,2022-11-04,Purchase,4160.96,Cash,Education
T01427,C0296,2022-07-02,Transfer,27716.42,Net Banking,Other
T01428,C0328,2023-09-21,Transfer,9164.22,Cash,Food
T01429,C0295,2023-05-25,Payment,7121.18,Card,Other
T01430,C0104,2023-06-30,Purchase,1620.98,UPI,Travel
T01431,C0014,2023-09-16,Transfer,1605.49,UPI,Food
T01432,C0288,2023-08-17,Withdrawal,5687.38,Net Banking,Travel
T01433,C0179,2024-01-14,Transfer,5055.59,UPI,Travel
T01434,C0125,2025-06-04,Payment,2753.24,UPI,Education
T01435,C0422,2025-12-30,Purchase,5037.27,Cash,Food
T01436,C0353,2025-12-16,Payment,16038.29,UPI,Travel
T01437,C0023,2023-07-08,Withdrawal,7849.1,UPI,Healthcare
T01438,C0063,2022-01-21,Withdrawal,1806.28,UPI,Travel
T01439,C0143,2023-07-08,Withdrawal,4115.95,Net Banking,Healthcare
T01440,C0481,2023-02-01,Payment,2363.41,Net Banking,Food
T01441,C0153,2023-09-17,Transfer,3299.98,Cash,Other
T01442,C0145,2022-04-15,Payment,3232.27,UPI,Food
T01443,C0225,2022-07-11,Purchase,3070.87,Net Banking,Other
T01444,C0495,2022-01-17,Transfer,1648.67,Net Banking,Other
T01445,C0450,2025-02-17,Withdrawal,4063.13,Cash,Food
T01446,C0462,2023-01-28,Payment,2873.67,Card,Travel
T01447,C0309,2023-03-01,Withdrawal,431.93,UPI,Retail
T01448,C0104,2022-05-09,Withdrawal,23253.49,Net Banking,Travel
T01449,C0104,2025-02-27,Purchase,10752.01,Cash,Travel
T01450,C0435,2023-07-26,Transfer,3330.21,Cash,Education
T01451,C0039,2022-01-29,Purchase,4568.26,Cash,Education
T01452,C0435,2025-01-25,Purchase,1762.54,Net Banking,Travel
T01453,C0198,2024-10-30,Purchase,17472.98,UPI,Healthcare
T01454,C0134,2022-08-30,Withdrawal,20530.43,Card,Other
T01455,C0067,2022-08-20,Purchase,5100.98,UPI,Education
T01456,C0391,2024-02-28,Purchase,10205.25,Cash,Travel
T01457,C0179,2025-07-31,Transfer,5177.42,Cash,Retail
T01458,C0456,2023-12-16,Transfer,1544.5,Card,Healthcare
T01459,C0042,2024-01-29,Purchase,3236.91,UPI,Food
T01460,C0448,2024-03-12,Transfer,5000.91,Cash,Travel
T01461,C0500,2024-02-15,Transfer,3128.14,Cash,Travel
T01462,C0015,2023-12-27,Purchase,3777.85,UPI,Other
T01463,C0111,2022-07-19,Withdrawal,4182.7,Cash,Healthcare
T01464,C0157,2024-08-02,Purchase,4218.06,UPI,Education
T01465,C0289,2022-03-20,Transfer,4692.12,Cash,Education
T01466,C0500,2024-08-13,Withdrawal,1926.29,UPI,Education
T01467,C0478,2024-05-05,Payment,2535.69,Card,Food
T01468,C0231,2025-04-11,Withdrawal,1610.28,Cash,Healthcare
T01469,C0411,2023-04-12,Transfer,9838.76,Card,Healthcare
T01470,C0420,2023-08-04,Withdrawal,834.9,Cash,Education
T01471,C0157,2025-12-10,Purchase,11324.29,Cash,Education
T01472,C0038,2024-07-28,Payment,13642.05,Net Banking,Other
T01473,C0441,2023-03-25,Payment,3533.66,UPI,Retail
T01474,C0097,2022-03-28,Payment,560.78,Card,Retail
T01475,C0485,2022-04-11,Transfer,3370.39,Card,Travel
T01476,C0411,2024-10-28,Transfer,4274.77,Card,Travel
T01477,C0439,2024-04-24,Payment,2004.91,UPI,Healthcare
T01478,C0289,2025-05-08,Withdrawal,2979.94,Net Banking,Healthcare
T01479,C0254,2022-03-28,Payment,15305.83,Card,Food
T01480,C0196,2022-02-12,Withdrawal,7660.05,UPI,Food
T01481,C0086,2025-11-09,Withdrawal,2147.76,Cash,Retail
T01482,C0322,2025-12-29,Transfer,1253.57,Card,Travel
T01483,C0010,2023-02-12,Withdrawal,3464.14,Card,Retail
T01484,C0005,2023-10-26,Payment,3793.59,Net Banking,Retail
T01485,C0123,2024-11-06,Transfer,6692.83,Card,Travel
T01486,C0330,2022-05-28,Purchase,2932.41,Card,Food
T01487,C0353,2022-10-04,Purchase,6775.26,Cash,Other
T01488,C0118,2022-08-20,Transfer,21161.86,UPI,Other
T01489,C0294,2023-01-01,Payment,8640.65,UPI,Other
T01490,C0397,2025-06-05,Purchase,4330.17,Net Banking,Travel
T01491,C0159,2023-03-12,Purchase,3886.69,Cash,Education
T01492,C0303,2023-02-03,Withdrawal,3382.92,UPI,Education
T01493,C0228,2025-05-19,Withdrawal,11572.02,Cash,Education
T01494,C0365,2025-11-15,Payment,2724.34,UPI,Healthcare
T01495,C0216,2023-05-14,Transfer,4665.78,Cash,Food
T01496,C0436,2023-06-24,Payment,4688.14,Net Banking,Food
T01497,C0184,2023-07-17,Transfer,3012.14,Card,Healthcare
T01498,C0015,2023-03-18,Purchase,1500.96,Net Banking,Retail
T01499,C0157,2025-07-08,Withdrawal,5826.74,UPI,Other
T01500,C0136,2024-02-12,Payment,4285.66,Net Banking,Education
